time,from_id,source_type,source_community,to_id,target_type,target_community,text,event_type,monitoring_subtype,event_findings,event_id
2040-10-05 10:04:00,Oceanus City Council,Organization,4,Mako,Vessel,2,Oceanus City Council to Mako. Your expedited departure request is approved with minimal documentation. The Nemo Reef access permit has been expedited through special channels. Proceed with operations as planned. Submit full documentation post-operation.,Communication,,,Event_Communication_347
2040-10-05 10:05:00,Mako,Vessel,2,Davis,Person,2,"Captain Davis, Mako here. We're fully docked at Himark Harbor with maintenance underway. The crew is discussing yesterday's trip while preparing for quick departure once permits arrive. Harbor confirms our expedited clearance is approved. The Boss seems confident this time.",Communication,,,Event_Communication_349
2040-10-05 10:06:00,Paackland Harbor,Location,4,Oceanus City Council,Organization,4,"Oceanus City Council, Paackland Harbor here. Just received call from City Permit Office regarding 'Priority Event Application NR-1045' needing immediate processing. They mentioned senior official approval. Need clarification on this expedited permit for Nemo Reef area.",Communication,,,Event_Communication_350
2040-10-05 10:09:00,Oceanus City Council,Organization,4,Paackland Harbor,Location,4,"Paackland Harbor, this is Oceanus City Council. Regarding Application NR-1045: this is officially approved with senior authorization. Process immediately without standard review. This is part of our expedited Nemo Reef access initiative. Prepare for vessel traffic tomorrow.",Communication,,,Event_Communication_351
2040-10-05 10:12:00,Paackland Harbor,Location,4,Reef Guardian,Vessel,4,"Reef Guardian, Paackland Harbor here. Be advised: special access corridor to Nemo Reef approved via application NR-1045. Expect increased vessel traffic tomorrow. Please prepare for monitoring operations under these unusual circumstances.",Communication,,,Event_Communication_353
2040-10-05 10:18:00,Reef Guardian,Vessel,4,Green Guardians,Organization,4,"Green Guardians, Reef Guardian reporting. Paackland Harbor just notified me of a special access corridor to Nemo Reef approved via application NR-1045. Unexpected development given prior restrictions. Request immediate guidance on monitoring protocols for tomorrow's increased traffic.",Communication,,,Event_Communication_354
2040-10-05 10:19:00,Green Guardians,Organization,4,Oceanus City Council,Organization,4,"Paackland Harbor, Green Guardians here. We're concerned about application NR-1045 creating a special access corridor to Nemo Reef. Please provide details on which vessels have been approved for this corridor and their scheduled arrival times.",Communication,,,Event_Communication_355
2040-10-05 10:22:00,Green Guardians,Organization,4,Oceanus City Council,Organization,4,"Green Guardians, Paackland Harbor here. Regarding NR-1045: We've been directed to process without standard review. Currently awaiting final vessel manifest from Oceanus City Council. Will forward details once received. Expect operations to commence tomorrow morning.",Communication,,,Event_Communication_356
2040-10-05 10:27:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Yes, get closer documentation of the equipment loading, but maintain safe distance. This connection between council approval and V. Miesel operations is our smoking gun. Photograph equipment serial numbers if possible.",Communication,,,Event_Communication_357
2040-10-05 10:30:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, Miranda here. I've positioned closer to the V. Miesel equipment loading. They're transferring specialized drilling machinery with deep-sea modifications. I've documented serial numbers and spotted what appears to be unauthorized marine survey equipment. Awaiting further instructions.",Communication,,,Event_Communication_359
2040-10-05 10:31:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Outstanding work documenting the equipment! I need you to follow that vessel's departure schedule. Monitor harbor communications and get photos of any officials authorizing this operation. This is exactly the environmental crime we suspected.",Communication,,,Event_Communication_360
2040-10-05 10:34:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, Miranda here. The vessel is scheduled to depart tomorrow at 0500 hours. I've photographed harbor officials signing special clearance documents and overheard them discussing a 'priority corridor' to Nemo Reef. Will continue monitoring overnight.",Communication,,,Event_Communication_361
2040-10-05 10:35:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Set up surveillance equipment for overnight monitoring of that vessel. I want continuous documentation of all personnel and activity. Rest in shifts if needed. This expedition to Nemo Reef could be the final piece of our investigation.",Communication,,,Event_Communication_362
2040-10-05 10:36:00,Mako,Vessel,2,Boss,Person,1,"Boss, Mako here. We're docked at Himark with maintenance in progress. Oceanus Council approved our expedited departure for Nemo Reef with minimal documentation. Crew is ready for quick deployment on your signal. Harbor doesn't suspect anything unusual.",Communication,,,Event_Communication_365
2040-10-05 10:38:00,Boss,Person,1,Mrs. Money,Person,1,"Mrs. Money, Boss here. Need you to verify all financial trails are properly disguised through the tourism ventures. Destroy any documentation linking us to Nemo Reef operations. City Council is asking questions. Meet me at the usual spot tonight.",Communication,,,Event_Communication_366
2040-10-05 10:41:00,Mrs. Money,Person,1,V. Miesel Shipping,Organization,2,This is Mrs. Money. Need immediate confirmation that our recent financial arrangements remain secure and untraceable. Conservation activity has increased around Nemo Reef. Require alternate routing options for future transactions. Respond only through encrypted channels.,Communication,,,Event_Communication_367
2040-10-05 10:44:00,V. Miesel Shipping,Organization,2,Mrs. Money,Person,1,"Mrs. Money, V. Miesel Shipping here. Financial arrangements remain secure. Have implemented new routing protocols through our southern operations. Encrypted verification codes forthcoming. Be advised, unexpected permit approval for Nemo Reef may present new opportunities.",Communication,,,Event_Communication_368
2040-10-05 10:47:00,Mrs. Money,Person,1,The Intern,Person,1,"Intern, Mrs. Money here. Investigate who approved the Nemo Reef permit immediately. This unexpected development could either compromise or benefit our operations. Check if V. Miesel's shipping lanes intersect with these new access corridors. Report back through secure channel only.",Communication,,,Event_Communication_369
2040-10-05 10:48:00,Sam,Person,1,Kelly,Person,1,"Hey Kelly, it's Sam. This permit approval seems fishy. Could you get details on who signed off on it while you're at the harbor? I need to understand these 'special access corridors' before my meeting with Elise tomorrow.",Communication,,,Event_Communication_370
2040-10-05 10:50:00,The Lookout,Person,1,The Intern,Person,1,"Hey The Intern, it's The Lookout! I asked around the harbor office - permit was signed by someone named Jensen from the City Council yesterday. They're establishing a corridor for the Mako vessel specifically. Something feels off about this whole situation.",Communication,,,Event_Communication_371
2040-10-05 10:53:00,The Intern,Person,1,Mrs. Money,Person,1,"Mrs. Money, The Intern reporting. Jensen from City Council signed the Nemo Reef permit yesterday. They're creating a corridor specifically for Mako vessel. Checking if this overlaps with V. Miesel shipping lanes as requested. Will have full report tomorrow.",Communication,,,Event_Communication_372
2040-10-05 10:54:00,Mrs. Money,Person,1,Boss,Person,1,"Boss, Mrs. Money here. Jensen from City Council approved the Nemo Reef permit. The Intern confirms special corridor creation for Mako vessel. This could interfere with our V. Miesel shipping arrangements. Recommend reassessing tonight's strategy at 9PM meeting.",Communication,,,Event_Communication_373
2040-10-05 12:08:00,Oceanus City Council,Organization,4,Green Guardians,Organization,4,"Green Guardians, Oceanus City Council here. Your concerns about Nemo Reef have been noted, but the permit approval followed proper channels with senior authorization. Environmental monitoring will continue throughout operations. We'll schedule a briefing next week.",Communication,,,Event_Communication_375
2040-10-05 12:13:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, Miranda here. I've intercepted conversations between harbor officials about special permits for tomorrow's expedition. They mentioned bypassing environmental review protocols and 'keeping environmentalists in the dark.' Will continue monitoring overnight.",Communication,,,Event_Communication_376
2040-10-05 12:15:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Your intelligence about bypassing environmental protocols is crucial. I'm contacting our legal team tonight. Keep documenting everything - equipment, personnel, conversations. This is shaping up to be our biggest environmental crime exposé yet.",Communication,,,Event_Communication_377
